Wall time,Step,Value
1731575948.89729,102072,0.16993296146392822
1731575949.11676,102576,0.11299331486225128
1731575949.5308318,103560,0.026129696518182755
1731575949.664031,103896,0.26519346237182617
1731575950.211745,105192,0.0860777497291565
1731575950.2409348,105264,0.08639726042747498
1731575950.506367,105888,0.09554672986268997
1731575950.563127,106032,0.16372478008270264
1731575950.776125,106608,0.1445983499288559
1731575951.128142,107568,0.03508535772562027
1731575951.1477098,107616,0.19151601195335388
1731575951.2037609,107760,0.15296143293380737
1731575951.226033,107808,0.12325491011142731
1731575951.648766,108960,0.013145087286829948
1731575951.73074,109176,0.07637220621109009
1731575951.972299,109824,0.18102020025253296
1731575952.2876449,110664,0.058273009955883026
1731575952.3485901,110832,0.247409850358963
1731575953.2781482,113280,0.23051315546035767
1731575953.353871,113448,0.07798252999782562
1731575953.489558,113688,0.1932535469532013
1731575953.886314,114672,0.06972368061542511
1731575954.011909,115008,0.12229878455400467
1731575954.28049,115704,0.06343947350978851
1731575955.181851,118128,0.024901820346713066
1731575955.248477,118296,0.14412686228752136
1731575955.5077279,118992,0.09171895682811737
1731575955.631663,119328,0.1576739251613617
1731575955.704533,119520,0.02450236678123474
1731575955.900845,120048,0.14020507037639618
1731575956.0337222,120384,0.07395555078983307
1731575956.302398,121080,0.19606974720954895
1731575956.356569,121224,0.10431110858917236
1731575956.818399,122376,0.12773564457893372
1731575957.002432,122688,0.08414260298013687
1731575957.2663412,123288,0.05170672386884689
1731575957.277629,123312,0.04777159541845322
1731575957.392151,123576,0.09675994515419006
1731575957.7101922,124344,0.05475442856550217
1731575957.8594098,124728,0.05269523710012436
1731575958.062689,125256,0.02069889008998871
1731575958.1963332,125616,0.02987414225935936
1731575958.2881548,125856,0.038914747536182404
1731575958.438102,126240,0.053024113178253174
1731575958.5959759,126648,0.12834399938583374
1731575958.690881,126888,0.12836523354053497
1731575959.0600698,127872,0.13698160648345947
1731575959.110569,127992,0.03521218150854111
1731575959.318775,128568,0.027420733124017715
1731575959.687795,129600,0.06582576036453247
1731575959.852853,130032,0.19655632972717285
1731575960.2175832,131016,0.1291792392730713
1731575960.5493279,131952,0.04776237905025482
1731575960.644681,132192,0.12200797349214554
1731575961.282895,133920,0.06707504391670227
1731575961.753987,135264,0.029978938400745392
1731575963.349725,139800,0.02685248851776123
1731575964.41345,142872,0.027721095830202103
1731575965.0576131,144744,0.05874243378639221
1731575968.0709069,153480,0.03890469670295715
1731575968.9000692,155880,0.03539891541004181
1731575969.562768,157776,0.03058735840022564
1731575970.374722,160056,0.06827816367149353
1731575970.452618,160272,0.039512112736701965
1731575972.594174,166152,0.08153603225946426
1731575973.510755,168648,0.13224074244499207
1731575974.27228,170712,0.017545949667692184
1731575974.454423,171192,0.0902492105960846
1731575974.497798,171312,0.1319100260734558
1731575976.699604,177288,0.044692084193229675
1731575978.492102,182304,0.03606979548931122
1731575979.347143,184680,0.028415733948349953
1731575979.90305,186240,0.1689446121454239
1731575979.9984121,186504,0.03904513642191887
1731575980.5681129,188064,0.053189344704151154
1731575981.01139,189288,0.039627742022275925
1731575981.108143,189552,0.14160048961639404
1731575982.014098,192048,0.2075069546699524
1731575982.165139,192456,0.04383459687232971
1731575982.6971421,193896,0.03327551484107971
1731575983.421422,195816,0.21326245367527008
1731575983.64388,196344,0.03314683958888054
1731575984.12312,197616,0.04516292363405228
1731575984.246165,197952,0.03043544664978981
1731575984.6393979,198984,0.038770828396081924
1731575984.6935081,199128,0.12401926517486572
1731575984.7750359,199344,0.03477925807237625
1731575984.879369,199608,0.03400129824876785
1731575985.265588,200640,0.03216574341058731
1731575985.617374,201600,0.03340364247560501
1731575986.173409,203088,0.03903575986623764
1731575986.3328168,203520,0.02373039349913597
1731575986.4595048,203856,0.03737173601984978
1731575986.7162318,204528,0.0468548908829689
1731575987.202167,205824,0.05586675554513931
1731575987.223144,205872,0.04542282968759537
1731575987.6485918,207000,0.1265879124403
1731575987.8863208,207648,0.08468085527420044
1731575988.1957812,208464,0.030902782455086708
1731575988.2272298,208536,0.0764039009809494
1731575988.813519,210096,0.04784154146909714
1731575988.834656,210144,0.05429031327366829
1731575988.9859068,210552,0.16559013724327087
1731575989.15235,210984,0.03777623176574707
1731575989.7339709,212568,0.1769656538963318
1731575989.763488,212640,0.03755634278059006
1731575989.885537,212976,0.03562694042921066
1731575990.256085,213984,0.025839006528258324
1731575990.438894,214464,0.02436610870063305
1731575990.526121,214704,0.04865672439336777
1731575990.9128761,215760,0.019273169338703156
1731575991.227561,216624,0.031816884875297546
1731575991.240843,216648,0.19608727097511292
1731575991.278729,216744,0.04552330821752548
1731575992.347163,219384,0.16438570618629456
1731575992.442797,219624,0.08880728483200073
1731575992.589409,220008,0.04020035266876221
1731575993.909079,223464,0.034251339733600616
1731575994.6590421,225432,0.12178198993206024
1731575995.382051,227376,0.033869288861751556
1731575995.504586,227712,0.043814875185489655
1731575995.78304,228480,0.14933916926383972
1731575996.692706,230976,0.03411617875099182
1731575996.712554,231024,0.04534609615802765
1731575996.97791,231744,0.03400544077157974
1731575997.161935,232248,0.19353261590003967
1731575997.582294,233400,0.04977695271372795
1731575998.195395,235128,0.05490884929895401
1731575998.386501,235656,0.07884904742240906
1731575998.423672,235752,0.06010397523641586
1731575998.5783339,236184,0.09916765987873077
1731575998.9580119,237240,0.03998122364282608
1731575999.3297532,238272,0.28242504596710205
1731575999.4532611,238608,0.06065627560019493
1731575999.682421,239184,0.16938337683677673
1731576000.928179,240000,0.25260522961616516
1731576000.962877,240048,0.11221033334732056
1731576000.988378,240096,0.17475412786006927
1731576001.0037298,240120,0.0777808129787445
1731576001.5582888,241560,0.07851448655128479
1731576001.689512,241896,0.20241451263427734
1731576002.1779761,243168,0.17648571729660034
1731576002.6178958,244272,0.17494253814220428
1731576003.1622798,245592,0.12332343310117722
1731576004.224075,248376,0.0386354885995388
1731576004.386302,248808,0.052219636738300323
1731576004.914788,250224,0.04357378929853439
1731576005.0668821,250632,0.18198055028915405
1731576005.658943,252288,0.15877017378807068
